"PFAM_IDs","classified_ancestor"
"PF13470","LBCA"
"PF13471","LBCA"
"PF13475","preLBCA"
"PF13478","LBCA"
"PF13479","preLBCA"
"PF13480","preLBCA"
"PF13481","preLBCA"
"PF13484","LBCA"
"PF13485","LBCA"
"PF13487","preLBCA"
"PF13488","LBCA"
"PF13490","preLBCA"
"PF13491","LBCA"
"PF13492","LBCA"
"PF13493","LBCA"
"PF13499","LBCA"
"PF13502","LBCA"
"PF13505","preLBCA"
"PF13506","preLBCA"
"PF13509","LBCA"
"PF13514","LBCA"
"PF13516","preLBCA"
"PF13521","preLBCA"
"PF13523","LBCA"
"PF13524","preLBCA"
"PF13525","preLBCA"
"PF13530","LBCA"
"PF13532","preLBCA"
"PF13533","LBCA"
"PF13535","LBCA"
"PF13539","preLBCA"
"PF13540","LBCA"
"PF13541","LBCA"
"PF13542","LBCA"
"PF13545","LBCA"
"PF13548","LBCA"
"PF13551","LBCA"
"PF13555","preLBCA"
"PF13557","preLBCA"
"PF13559","LBCA"
"PF13564","LBCA"
"PF13567","LBCA"
"PF13569","LBCA"
"PF13575","LBCA"
"PF13577","preLBCA"
"PF13580","preLBCA"
"PF13581","LBCA"
"PF13582","preLBCA"
"PF13584","preLBCA"
"PF13586","LBCA"
"PF13593","LBCA"
"PF13598","LBCA"
"PF13599","preLBCA"
"PF13603","LBCA"
"PF13604","LBCA"
"PF13606","preLBCA"
"PF13609","LBCA"
"PF13612","LBCA"
"PF13616","LBCA"
"PF13618","LBCA"
"PF13619","LBCA"
"PF13621","preLBCA"
"PF13623","LBCA"
"PF13624","LBCA"
"PF13628","LBCA"
"PF13629","LBCA"
"PF13637","preLBCA"
"PF13640","LBCA"
"PF13643","preLBCA"
"PF13644","preLBCA"
"PF13648","LBCA"
"PF13651","LBCA"
"PF13655","LBCA"
"PF13657","LBCA"
"PF13660","LBCA"
"PF13661","LBCA"
"PF13662","LBCA"
"PF13664","LBCA"
"PF13668","LBCA"
"PF13671","preLBCA"
"PF13675","LBCA"
"PF13677","LBCA"
"PF13679","LBCA"
"PF13682","preLBCA"
"PF13685","LBCA"
"PF13687","LBCA"
"PF13688","LBCA"
"PF13690","LBCA"
"PF13699","LBCA"
"PF13700","preLBCA"
"PF13701","LBCA"
"PF13704","preLBCA"
"PF13707","LBCA"
"PF13709","LBCA"
"PF13711","LBCA"
"PF13712","LBCA"
"PF13714","LBCA"
"PF13715","preLBCA"
"PF13722","LBCA"
"PF13727","preLBCA"
"PF13730","LBCA"
"PF13735","LBCA"
"PF13738","preLBCA"
"PF13739","preLBCA"
"PF13740","LBCA"
"PF13744","LBCA"
"PF13746","LBCA"
"PF13751","LBCA"
"PF13753","LBCA"
"PF13759","LBCA"
"PF13767","LBCA"
"PF13768","LBCA"
"PF13772","LBCA"
"PF13776","LBCA"
"PF13778","LBCA"
"PF13783","LBCA"
"PF13784","LBCA"
"PF13785","LBCA"
"PF13787","preLBCA"
"PF13788","LBCA"
"PF13793","LBCA"
"PF13795","LBCA"
"PF13801","LBCA"
"PF13802","preLBCA"
"PF13806","LBCA"
"PF13807","preLBCA"
"PF13808","LBCA"
"PF13809","LBCA"
"PF13810","preLBCA"
"PF13814","LBCA"
"PF13817","LBCA"
"PF13826","LBCA"
"PF13828","LBCA"
"PF13835","LBCA"
"PF13844","LBCA"
"PF13852","LBCA"
"PF13857","preLBCA"
"PF13858","LBCA"
"PF13860","LBCA"
"PF13883","LBCA"
"PF13884","LBCA"
"PF13899","LBCA"
"PF13905","LBCA"
"PF13910","LBCA"
"PF13924","LBCA"
"PF13927","LBCA"
"PF13930","LBCA"
"PF13936","LBCA"
"PF13941","LBCA"
"PF13946","LBCA"
"PF13964","LBCA"
"PF13975","LBCA"
"PF14014","preLBCA"
"PF14015","LBCA"
"PF14020","LBCA"
"PF14022","preLBCA"
"PF14024","LBCA"
"PF14025","LBCA"
"PF14028","LBCA"
"PF14031","LBCA"
"PF14052","LBCA"
"PF14057","LBCA"
"PF14062","LBCA"
"PF14065","LBCA"
"PF14066","LBCA"
"PF14070","LBCA"
"PF14072","LBCA"
"PF14080","LBCA"
"PF14081","LBCA"
"PF14087","LBCA"
"PF14088","preLBCA"
"PF14094","LBCA"
"PF14096","LBCA"
"PF14099","preLBCA"
"PF14100","LBCA"
"PF14103","preLBCA"
"PF14104","LBCA"
"PF14106","preLBCA"
"PF14110","LBCA"
"PF14112","LBCA"
"PF14114","LBCA"
"PF14117","LBCA"
"PF14119","LBCA"
"PF14124","LBCA"
"PF14125","LBCA"
"PF14130","LBCA"
"PF14131","LBCA"
"PF14136","LBCA"
"PF14137","LBCA"
"PF14175","LBCA"
"PF14200","LBCA"
"PF14206","preLBCA"
"PF14213","preLBCA"
"PF14219","LBCA"
"PF14220","LBCA"
"PF14224","LBCA"
"PF14229","LBCA"
"PF14231","LBCA"
"PF14235","LBCA"
"PF14236","LBCA"
"PF14237","preLBCA"
"PF14238","LBCA"
"PF14240","LBCA"
"PF14242","LBCA"
"PF14243","LBCA"
"PF14246","LBCA"
"PF14248","LBCA"
"PF14252","LBCA"
"PF14253","LBCA"
"PF14256","LBCA"
"PF14258","LBCA"
"PF14262","preLBCA"
"PF14267","LBCA"
"PF14268","LBCA"
"PF14269","LBCA"
"PF14279","LBCA"
"PF14280","LBCA"
"PF14284","LBCA"
"PF14296","LBCA"
"PF14300","LBCA"
"PF14305","LBCA"
"PF14306","LBCA"
"PF14310","LBCA"
"PF14312","LBCA"
"PF14316","LBCA"
"PF14317","LBCA"
"PF14319","preLBCA"
"PF14323","LBCA"
"PF14326","LBCA"
"PF14328","LBCA"
"PF14332","LBCA"
"PF14335","LBCA"
"PF14337","LBCA"
"PF14339","LBCA"
"PF14340","LBCA"
"PF14342","LBCA"
"PF14343","LBCA"
"PF14344","LBCA"
"PF14345","LBCA"
"PF14350","LBCA"
"PF14351","LBCA"
"PF14355","LBCA"
"PF14359","LBCA"
"PF14361","LBCA"
"PF14362","LBCA"
"PF14367","preLBCA"
"PF14371","LBCA"
"PF14373","LBCA"
"PF14376","LBCA"
"PF14384","LBCA"
"PF14390","LBCA"
"PF14393","preLBCA"
"PF14397","preLBCA"
"PF14401","LBCA"
"PF14403","LBCA"
"PF14411","LBCA"
"PF14412","LBCA"
"PF14413","LBCA"
"PF14414","preLBCA"
"PF14417","LBCA"
"PF14435","LBCA"
"PF14436","LBCA"
"PF14449","LBCA"
"PF14450","LBCA"
"PF14451","LBCA"
"PF14452","LBCA"
"PF14461","LBCA"
"PF14470","LBCA"
"PF14486","LBCA"
"PF14487","LBCA"
"PF14488","LBCA"
"PF14489","LBCA"
"PF14490","LBCA"
"PF14491","LBCA"
"PF14492","LBCA"
"PF14493","LBCA"
"PF14498","preLBCA"
"PF14499","LBCA"
"PF14501","LBCA"
"PF14505","LBCA"
"PF14508","preLBCA"
"PF14509","LBCA"
"PF14511","LBCA"
"PF14516","preLBCA"
"PF14517","LBCA"
"PF14524","preLBCA"
"PF14526","LBCA"
"PF14532","LBCA"
"PF14534","preLBCA"
"PF14535","LBCA"
"PF14539","preLBCA"
"PF14542","LBCA"
"PF14552","LBCA"
"PF14566","LBCA"
"PF14567","preLBCA"
"PF14568","preLBCA"
"PF14572","LBCA"
"PF14574","LBCA"
"PF14579","LBCA"
"PF14587","LBCA"
"PF14588","LBCA"
"PF14592","preLBCA"
"PF14595","LBCA"
"PF14606","LBCA"
"PF14607","LBCA"
"PF14683","LBCA"
"PF14684","LBCA"
"PF14685","preLBCA"
"PF14686","LBCA"
"PF14690","preLBCA"
"PF14691","preLBCA"
"PF14693","LBCA"
"PF14698","LBCA"
"PF14706","LBCA"
"PF14707","LBCA"
"PF14720","LBCA"
"PF14759","LBCA"
"PF14765","LBCA"
"PF14791","LBCA"
"PF14792","LBCA"
"PF14803","LBCA"
"PF14805","LBCA"
"PF14815","LBCA"
"PF14824","LBCA"
"PF14827","LBCA"
"PF14842","LBCA"
"PF14863","LBCA"
"PF14864","LBCA"
"PF14870","preLBCA"
"PF14871","preLBCA"
"PF14885","LBCA"
"PF14891","LBCA"
"PF14897","preLBCA"
"PF14903","preLBCA"
"PF14905","LBCA"
"PF14938","preLBCA"
"PF15428","LBCA"
"PF15461","LBCA"
"PF15515","preLBCA"
"PF15575","LBCA"
"PF15580","LBCA"
"PF15594","LBCA"
"PF15595","LBCA"
"PF15607","LBCA"
"PF15632","LBCA"
"PF15723","LBCA"
"PF15731","LBCA"
"PF15738","LBCA"
"PF15780","LBCA"
"PF15781","LBCA"
"PF15891","LBCA"
"PF15892","preLBCA"
"PF15902","preLBCA"
"PF15919","LBCA"
"PF15937","LBCA"
"PF15975","LBCA"
"PF15979","preLBCA"
"PF16011","LBCA"
"PF16078","LBCA"
"PF16095","LBCA"
"PF16116","preLBCA"
"PF16124","LBCA"
"PF16126","LBCA"
"PF16153","LBCA"
"PF16156","LBCA"
"PF16158","LBCA"
"PF16162","LBCA"
"PF16173","LBCA"
"PF16184","LBCA"
"PF16188","LBCA"
"PF16193","LBCA"
"PF16197","LBCA"
"PF16198","LBCA"
"PF16216","LBCA"
"PF16221","LBCA"
"PF16227","LBCA"
"PF16254","LBCA"
"PF16258","LBCA"
"PF16261","LBCA"
"PF16263","LBCA"
"PF16264","LBCA"
"PF16268","LBCA"
"PF16277","LBCA"
"PF16286","LBCA"
"PF16289","LBCA"
"PF16295","LBCA"
"PF16313","LBCA"
"PF16316","LBCA"
"PF16317","LBCA"
"PF16332","LBCA"
"PF16347","preLBCA"
"PF16353","preLBCA"
"PF16355","preLBCA"
"PF16370","preLBCA"
"PF16371","LBCA"
"PF16375","LBCA"
"PF16387","LBCA"
"PF16401","preLBCA"
"PF16403","LBCA"
"PF16473","LBCA"
"PF16483","preLBCA"
"PF16491","LBCA"
"PF16499","LBCA"
"PF16561","LBCA"
"PF16565","LBCA"
"PF16576","LBCA"
"PF16582","LBCA"
"PF16586","LBCA"
"PF16640","LBCA"
"PF16654","LBCA"
"PF16655","LBCA"
"PF16656","preLBCA"
"PF16657","LBCA"
"PF16658","LBCA"
"PF16670","LBCA"
"PF16694","LBCA"
"PF16697","preLBCA"
"PF16702","LBCA"
"PF16738","LBCA"
"PF16757","LBCA"
"PF16822","LBCA"
"PF16841","LBCA"
"PF16861","preLBCA"
"PF16870","LBCA"
"PF16871","LBCA"
"PF16872","LBCA"
"PF16881","LBCA"
"PF16884","LBCA"
"PF16886","LBCA"
"PF16889","LBCA"
"PF16921","LBCA"
"PF16925","LBCA"
"PF16930","LBCA"
"PF16980","LBCA"
"PF16990","LBCA"
"PF17032","LBCA"
"PF17042","LBCA"
"PF17101","preLBCA"
"PF17124","LBCA"
"PF17128","LBCA"
"PF17131","LBCA"
"PF17132","LBCA"
"PF17152","LBCA"
"PF17159","LBCA"
"PF17167","preLBCA"
"PF17186","LBCA"
"PF17189","preLBCA"
"PF17194","LBCA"
"PF17200","LBCA"
"PF17201","LBCA"
"PF17210","preLBCA"
"PF17236","LBCA"
"PF17253","preLBCA"
"PF17284","preLBCA"
"PF17291","LBCA"
"PF17319","LBCA"
"PF17384","LBCA"
"PF17389","LBCA"
"PF17390","preLBCA"
"PF17391","LBCA"
"PF17392","LBCA"
"PF17396","LBCA"
"PF17648","LBCA"
"PF17652","LBCA"
"PF17653","LBCA"
"PF17660","preLBCA"
"PF17674","LBCA"
"PF17676","LBCA"
"PF17678","LBCA"
"PF17726","LBCA"
"PF17746","LBCA"
"PF17753","preLBCA"
"PF17757","LBCA"
"PF17759","LBCA"
"PF17762","LBCA"
"PF17763","LBCA"
"PF17767","LBCA"
"PF17770","LBCA"
"PF17773","LBCA"
"PF17782","preLBCA"
"PF17784","LBCA"
"PF17785","LBCA"
"PF17786","LBCA"
"PF17788","preLBCA"
"PF17801","preLBCA"
"PF17803","LBCA"
"PF17805","LBCA"
"PF17810","LBCA"
"PF17827","LBCA"
"PF17829","LBCA"
"PF17836","preLBCA"
"PF17837","LBCA"
"PF17848","LBCA"
"PF17850","LBCA"
"PF17851","preLBCA"
"PF17866","LBCA"
"PF17868","LBCA"
"PF17871","LBCA"
"PF17876","LBCA"
"PF17886","LBCA"
"PF17892","preLBCA"
"PF17899","LBCA"
"PF17900","preLBCA"
"PF17932","LBCA"
"PF17936","preLBCA"
"PF17938","LBCA"
"PF17939","LBCA"
"PF17944","preLBCA"
"PF17946","preLBCA"
"PF17953","LBCA"
"PF17956","LBCA"
"PF17967","LBCA"
"PF17972","LBCA"
"PF17973","LBCA"
"PF17975","LBCA"
"PF17990","LBCA"
"PF17991","LBCA"
"PF17996","LBCA"
"PF18011","LBCA"
"PF18014","LBCA"
"PF18027","LBCA"
"PF18029","preLBCA"
"PF18040","LBCA"
"PF18073","LBCA"
"PF18075","LBCA"
"PF18083","LBCA"
"PF18089","LBCA"
"PF18099","preLBCA"
"PF18120","LBCA"
"PF18128","LBCA"
"PF18133","preLBCA"
"PF18134","LBCA"
"PF18135","preLBCA"
"PF18145","preLBCA"
"PF18146","preLBCA"
"PF18153","LBCA"
"PF18158","LBCA"
"PF18182","LBCA"
"PF18211","LBCA"
"PF18267","LBCA"
"PF18269","LBCA"
"PF18276","preLBCA"
"PF18297","LBCA"
"PF18299","LBCA"
"PF18306","preLBCA"
"PF18310","LBCA"
"PF18318","LBCA"
"PF18324","LBCA"
"PF18335","preLBCA"
"PF18368","LBCA"
"PF18370","preLBCA"
"PF18376","LBCA"
"PF18406","LBCA"
"PF18413","preLBCA"
"PF18417","LBCA"
"PF18431","LBCA"
"PF18470","LBCA"
"PF18475","LBCA"
"PF18476","preLBCA"
"PF18478","LBCA"
"PF18483","LBCA"
"PF18537","LBCA"
"PF18541","LBCA"
"PF18546","LBCA"
"PF18563","LBCA"
"PF18564","LBCA"
"PF18565","LBCA"
"PF18603","LBCA"
"PF18657","LBCA"
"PF18676","preLBCA"
"PF18693","LBCA"
"PF18730","LBCA"
"PF18731","LBCA"
"PF18734","LBCA"
"PF18735","preLBCA"
"PF18737","LBCA"
"PF18741","LBCA"
"PF18742","LBCA"
"PF18796","LBCA"
"PF18810","LBCA"
"PF18818","LBCA"
"PF18845","LBCA"
"PF18849","LBCA"
"PF18863","LBCA"
"PF18864","LBCA"
"PF18885","LBCA"
"PF18887","LBCA"
"PF18888","LBCA"
"PF18894","LBCA"
"PF18899","preLBCA"
"PF18905","LBCA"
"PF18906","LBCA"
"PF18907","LBCA"
"PF18910","LBCA"
"PF18912","LBCA"
"PF18913","LBCA"
"PF18914","LBCA"
"PF18916","LBCA"
"PF18917","LBCA"
"PF18920","LBCA"
"PF18922","LBCA"
"PF18928","preLBCA"
"PF18933","LBCA"
"PF18934","LBCA"
"PF18936","LBCA"
"PF18947","LBCA"
"PF18950","LBCA"
"PF18967","LBCA"
"PF18991","LBCA"
"PF18998","LBCA"
"PF19044","LBCA"
"PF19051","LBCA"
"PF19076","LBCA"
"PF19077","preLBCA"
"PF19078","LBCA"
"PF19086","LBCA"
"PF19112","preLBCA"
"PF19190","LBCA"
"PF19193","LBCA"
"PF19263","LBCA"
"PF19266","LBCA"
"PF19269","preLBCA"
"PF19279","LBCA"
"PF19288","LBCA"
"PF19291","LBCA"
"PF19293","LBCA"
"PF19295","LBCA"
"PF19302","LBCA"
"PF19304","LBCA"
"PF19305","LBCA"
"PF19306","LBCA"
"PF19310","LBCA"
"PF19313","LBCA"
"PF19335","preLBCA"
"PF19368","LBCA"
"PF19371","LBCA"
"PF19403","LBCA"
"PF19420","preLBCA"
"PF19451","LBCA"
"PF19458","LBCA"
"PF19459","preLBCA"
"PF19473","LBCA"
"PF19474","LBCA"
"PF19480","LBCA"
"PF19501","LBCA"
"PF19510","LBCA"
"PF19527","LBCA"
"PF19528","LBCA"
"PF19567","LBCA"
"PF19570","LBCA"
"PF19577","LBCA"
"PF19580","preLBCA"
"PF19588","LBCA"
"PF19614","LBCA"
"PF19654","LBCA"
"PF19671","LBCA"
"PF19744","LBCA"
"PF19762","LBCA"
"PF19773","LBCA"
"PF19777","LBCA"
"PF19778","preLBCA"
"PF19780","LBCA"
"PF19783","LBCA"
"PF19788","LBCA"
"PF19807","LBCA"
"PF19815","LBCA"
"PF19834","LBCA"
"PF19851","LBCA"
"PF19864","LBCA"
"PF19865","LBCA"
"PF19872","LBCA"
"PF19888","LBCA"
"PF19890","LBCA"
"PF19891","LBCA"
"PF19955","LBCA"
"PF20008","LBCA"
"PF20009","LBCA"
"PF20016","LBCA"
"PF20030","LBCA"
"PF20042","LBCA"
"PF20067","LBCA"
"PF20095","LBCA"
"PF20102","LBCA"
"PF20103","LBCA"
"PF20106","preLBCA"
"PF20114","LBCA"
"PF20116","LBCA"
"PF20118","preLBCA"
"PF20125","LBCA"
"PF20126","LBCA"
"PF20131","LBCA"
"PF20138","LBCA"
"PF20148","preLBCA"
"PF20154","LBCA"
"PF20155","preLBCA"
"PF20208","preLBCA"
"PF20213","LBCA"
"PF20220","LBCA"
"PF20221","LBCA"
"PF20239","LBCA"
"PF20240","LBCA"
"PF20242","LBCA"
"PF20243","LBCA"
"PF20245","LBCA"
"PF20247","preLBCA"
"PF20248","LBCA"
"PF20250","LBCA"
"PF20254","LBCA"
"PF20256","LBCA"
"PF20258","LBCA"
"PF20259","preLBCA"
"PF20260","LBCA"
"PF20274","LBCA"
"PF20293","LBCA"
"PF20297","LBCA"
"PF20308","LBCA"
"PF20329","LBCA"
"PF20376","LBCA"
"PF20383","LBCA"
"PF20393","LBCA"
"PF20398","LBCA"
"PF20408","LBCA"
"PF20432","preLBCA"
"PF20434","LBCA"
"PF20437","LBCA"
"PF20442","LBCA"
"PF20446","LBCA"
"PF20454","LBCA"
"PF20461","preLBCA"
"PF20463","LBCA"
"PF20464","LBCA"
"PF20465","LBCA"
"PF20466","preLBCA"
"PF20467","LBCA"
"PF20501","LBCA"
"PF20511","LBCA"
"PF20560","LBCA"
"PF20582","LBCA"
"PF20586","LBCA"
"PF20589","LBCA"
"PF20597","LBCA"
"PF20603","LBCA"
"PF20604","LBCA"
"PF20613","LBCA"
"PF20620","LBCA"
